hour,speed_kmh,time_gap_hours,distance_to_next_m
19,0.15297071878601237,61.106944444444444,9347.573214483593
12,141.17324682695664,0.009166666666666667,1294.0880959137692
19,0.45310876422940943,60.78,27539.950689863505
8,711.4246642888074,0.014722222222222222,10473.752002029665
8,428.4716728103044,0.024444444444444446,10473.752002029665
13,123.37249142731875,0.1111111111111111,13708.054603035416
13,131.16425595866045,0.005833333333333334,765.1248264255192
10,176.66870799298442,0.013888888888888888,2453.732055458117
18,0.5118635922770184,38.18527777777778,19545.653455429136
17,0.048548325740156224,387.8697222222222,18830.425619188354
16,1.5524521048373898,40.011944444444445,62116.627371414485
9,119.20624661721381,0.02277777777777778,2715.25339516987
8,153.02496528510386,0.005,765.1248264255192
16,161.9179376930165,0.009444444444444445,1529.2249671007116
16,0.09684158040491597,63.33361111111111,6133.326992750346
16,223.2422756402108,0.017777777777777778,3968.751566937081
16,207.97685580024537,0.013055555555555556,2715.25339516987
8,125.20224432417588,0.006111111111111111,765.1248264255192
8,446.4845512804216,0.008888888888888889,3968.751566937081
8,100.39108013589,0.034166666666666665,3430.0285713095745
8,294.0024489693921,0.011666666666666667,3430.0285713095745
8,173.64628407276314,0.01888888888888889,3279.985365818859
8,131.99979500357813,0.06111111111111111,8066.654139107552
9,269.8577775421713,0.011111111111111112,2998.41975046857
9,105.79850885045022,0.15388888888888888,16281.214973097061
15,0.30397332708606234,46.02166666666667,13989.3591347124
16,0.2277462165905126,39.18138888888889,8923.413080205994
16,162.35801864742604,0.024444444444444446,3968.751566937081
16,161.31574676751234,0.019444444444444445,3136.6950760349623
8,119.75866848399431,0.006388888888888889,765.1248264255192
13,0.13294572736622337,42.586666666666666,5661.715376102899
9,102.01664352340258,0.0075,765.1248264255192
16,124.414583093651,0.01972222222222222,2453.732055458117
17,0.3780986242760699,27.70111111111111,10473.752002029665
11,144.9710197437826,0.005277777777777778,765.1248264255192
16,111.80299280916698,0.028055555555555556,3136.6950760349623
16,102.48230574298083,0.0675,6917.555637651207
12,1.8300114016233129,43.26833333333333,79181.54332923803
15,152.26516550103173,0.017777777777777778,2706.936275573897
12,114.76872396382788,0.006666666666666667,765.1248264255192
17,103.28283577244024,0.04416666666666667,4561.658579949443
20,0.3202152178789807,59.49777777777778,19052.093874426286
10,105.94036058199498,0.007222222222222222,765.1248264255192
12,0.02358480648258493,30.365277777777777,716.1592001788254
17,0.4578237009512318,38.87583333333333,17798.27789422993
8,183.62995834212464,0.004166666666666667,765.1248264255192
9,162.02643383128643,0.004722222222222222,765.1248264255192
9,209.69021101608126,0.05555555555555555,11649.456167560069
9,107.95584718798018,0.23805555555555555,25699.489177805284
10,522.1582788056486,0.02666666666666667,13924.220768150632
10,363.24054177784257,0.03833333333333333,13924.220768150632
11,142.6379695335101,0.03611111111111111,5150.815566487864
16,133.70697596405,0.051666666666666666,6908.193758142584
16,118.08699106465325,0.29944444444444446,35360.49343547117
16,101.81139620757507,0.050833333333333335,5175.412640551733
16,119.25219053723407,0.04083333333333333,4869.464446937058
8,122.09667818098067,0.19333333333333333,23605.357781656265
9,211.88072116398996,0.003611111111111111,765.1248264255192
16,0.02130548978111616,50.693333333333335,1080.0462953040485
14,114.76872396382788,0.006666666666666667,765.1248264255192
16,190.00177245917106,0.023055555555555555,4380.596420586444
16,350.4477136469155,0.0125,4380.596420586444
9,153.02496528510386,0.005,765.1248264255192
10,119.75866848399431,0.006388888888888889,765.1248264255192
15,0.46191871142974755,41.245555555555555,19052.093874426286
12,144.9710197437826,0.005277777777777778,765.1248264255192
8,162.02643383128643,0.004722222222222222,765.1248264255192
13,0.4957301433435021,30.156666666666666,14949.56868942888
14,153.02496528510386,0.005,765.1248264255192
9,0.0,32.71388888888889,0.0
16,159.54322422050635,0.051944444444444446,8287.384147009636
10,103.10036323334954,0.01611111111111111,1661.0614076484092
16,194.6307430595454,0.013888888888888888,2703.2047647159084
11,337.93350958388913,0.011111111111111112,3754.8167731543235
8,105.94036058199498,0.007222222222222222,765.1248264255192
11,102.01664352340258,0.0075,765.1248264255192
14,110.17797500527477,0.006944444444444444,765.1248264255192
17,129.90346175954735,0.01888888888888889,2453.732055458117
11,0.05316602891880998,197.00083333333333,10473.752002029665
17,0.04173955662610782,62.83611111111111,2622.751417886625
13,131.16425595866045,0.005833333333333334,765.1248264255192
17,0.22842899766998087,42.7275,9760.199997944108
8,125.20224432417588,0.006111111111111111,765.1248264255192
17,111.22038690416083,0.020555555555555556,2286.1968419188615
11,403.2893669187809,0.0077777777777777776,3136.6950760349623
12,239.95792938248957,0.08611111111111111,20663.043919047712
17,1.331445415312043,26.665555555555557,35503.731691193025
20,121.39367712964817,0.0811111111111111,9846.37603384924
20,0.8178667304491529,35.791666666666664,29272.813393992597
17,1.3606059294405084,27.271944444444443,37106.36931848324
14,3.1172855945595743,25.988333333333333,81013.0571266124
16,0.4480455196741564,45.30222222222222,20297.45769794967
16,282.3025568431466,0.011111111111111112,3136.6950760349623
14,202.55486327581772,0.010277777777777778,2081.8138725570157
17,312.92219084114305,0.0030555555555555557,956.1511386812705
14,0.4652465431962556,42.01138888888889,19545.653455429136
8,114.76872396382788,0.006666666666666667,765.1248264255192
17,110.70688503652809,0.028333333333333332,3136.6950760349623
17,0.23398236196365338,26.326666666666668,6159.975649296448
11,153.02496528510386,0.005,765.1248264255192
16,101.64571549201774,0.06805555555555555,6917.555637651207
17,0.4927924281590403,39.66305555555556,19545.653455429136
10,118.47115898072451,0.0077777777777777776,921.4423476278573
18,0.5199310774790141,37.592777777777776,19545.653455429136
11,241.42435532165217,0.01888888888888889,4560.237822742319
11,197.80456547296887,0.021111111111111112,4175.874159984898
12,0.423411227670782,44.99666666666667,19052.093874426286
15,105.94036058199498,0.007222222222222222,765.1248264255192
12,337.8278095648472,0.021388888888888888,7225.761482359232
9,0.0,25.228055555555557,0.0
8,109.60277640214812,0.006111111111111111,669.7947446797941
10,119.75866848399431,0.006388888888888889,765.1248264255192
16,126.60563020604052,0.0125,1582.5703775755064
18,0.10704157377611144,37.38444444444445,4001.6897680789402
9,119.75866848399431,0.006388888888888889,765.1248264255192
17,0.05128273897158798,62.509166666666665,3205.6412774981545
14,153.02496528510386,0.005,765.1248264255192
16,1.1895736696451227,39.83138888888889,47382.37144761752
11,211.88072116398996,0.003611111111111111,765.1248264255192
11,131.16425595866045,0.005833333333333334,765.1248264255192
9,0.3667786579121803,46.32861111111111,16992.345806268655
14,0.0,46.55027777777778,0.0
17,0.0,65.59305555555555,0.0
13,0.0,24.210833333333333,0.0
11,0.39216951599281535,30.1975,11842.538959193043
15,468.54940415310676,0.0030555555555555557,1431.6787349122708
15,156.19884762727963,0.0125,1952.4855953409956
14,0.7396658303315027,27.441388888888888,20297.45769794967
17,0.23117023581432802,42.22083333333333,9760.199997944108
16,0.4715021925943838,40.407222222222224,19052.093874426286
17,0.510067722883813,38.319722222222225,19545.653455429136
15,0.0,64.89,0.0
10,105.94036058199498,0.007222222222222222,765.1248264255192
10,137.72246875659346,0.005555555555555556,765.1248264255192
16,0.34288810767798283,42.83833333333333,14688.755052745322
11,144.9710197437826,0.005277777777777778,765.1248264255192
16,0.4624093335903786,43.895,20297.45769794967
16,0.3448987356191442,41.29,14240.868793714464
10,105.83337511832217,0.0375,3968.751566937081
13,190.53146270695032,0.008888888888888889,1693.6130018395584
19,126.56979828539035,0.015277777777777777,1933.7052515823525
20,0.35926319662726497,37.34444444444444,13416.484487380416
17,139.5359629146269,0.01611111111111111,2248.0794025134333
14,0.21233505337848854,41.67916666666667,8849.948078937587
18,0.5320821940771777,38.147222222222226,20297.45769794967
11,153.02496528510386,0.005,765.1248264255192
10,0.423292601497584,46.17527777777778,19545.653455429136
14,0.0017582740886428246,407.30805555555554,716.1592001788254
21,0.3769570728306592,34.744166666666665,13097.059364607228
16,0.41877833131258085,40.51555555555556,16967.03674775772
11,0.027224924451617984,26.30527777777778,716.1592001788254
11,110.17797500527477,0.006944444444444444,765.1248264255192
15,0.10783419182396264,29.384444444444444,3168.6478188627957
16,154.79736920392796,0.021111111111111112,3267.9444609718125
16,102.10107123334052,0.08777777777777777,8962.205141593224
14,125.20224432417588,0.006111111111111111,765.1248264255192
12,105.94036058199498,0.007222222222222222,765.1248264255192
17,0.4722591371928374,40.87888888888889,19305.428796068532
16,0.2851241057582304,68.5513888888889,19545.653455429136
9,102.01664352340258,0.0075,765.1248264255192
10,196.7463839379907,0.0038888888888888888,765.1248264255192
20,0.5454220437298551,35.83583333333333,19545.653455429136
8,229.53744792765576,0.0033333333333333335,765.1248264255192
17,0.37185827684439693,45.240833333333335,16823.17832633789
14,0.46683000132387403,41.86888888888889,19545.653455429136
12,112.44689937746993,0.012777777777777779,1436.821492045449
17,268.8595779458539,0.011666666666666667,3136.6950760349623
18,0.25264101042597586,61.55861111111111,15552.229711530817
10,124.97051109171046,0.035833333333333335,4478.109980786292
14,102.77373205220006,0.005,513.8686602610003
17,1818.083942355765,0.009444444444444445,17170.792788915558
10,0.3437743362446795,36.34222222222222,12493.523322101086
9,275.4449375131869,0.002777777777777778,765.1248264255192
11,136.77344488199307,0.009444444444444445,1291.749201663268
15,102.01664352340258,0.0075,765.1248264255192
9,0.42399913493826535,46.098333333333336,19545.653455429136
18,0.20679607243590756,38.55638888888889,7973.309789533689
9,144.93877609107452,0.09055555555555556,13125.011390469526
19,0.16381806378743655,324.5686111111111,53170.20143839969
10,229.53744792765576,0.0033333333333333335,765.1248264255192
10,0.1747210442895191,44.49138888888889,7773.581928557774
15,102.1252981909979,0.015555555555555555,1588.615749637745
15,843.975088615649,0.011666666666666667,9846.37603384924
11,105.94036058199498,0.007222222222222222,765.1248264255192
9,114.76872396382788,0.006666666666666667,765.1248264255192
17,121.42374332792562,0.018055555555555554,2192.373143420879
11,0.0,32.42194444444444,0.0
8,102.01664352340258,0.0075,765.1248264255192
13,153.02496528510386,0.005,765.1248264255192
17,0.07083731790910701,39.17472222222222,2775.0322520565146
14,114.76872396382788,0.006666666666666667,765.1248264255192
18,0.24247103389389893,40.253055555555555,9760.199997944108
14,102.01664352340258,0.0075,765.1248264255192
13,0.09374991099548707,43.57861111111111,4085.49091297361
10,110.17797500527477,0.006944444444444444,765.1248264255192
19,0.5393847013065617,36.23694444444445,19545.653455429136
14,110.17797500527477,0.006944444444444444,765.1248264255192
20,0.5463070841579573,35.77777777777778,19545.653455429136
18,0.045762368800571385,61.61222222222222,2819.5212359560933
14,110.17797500527477,0.006944444444444444,765.1248264255192
15,1.2923044805601314,28.713333333333335,37106.36931848324
16,0.0,26.17527777777778,0.0
2,0.47294605104534393,29.84138888888889,14113.367032708404
12,114.76872396382788,0.006666666666666667,765.1248264255192
16,0.08904084808514952,45.88333333333333,4085.49091297361
11,0.0,31.045555555555556,0.0
13,0.2970498637020141,42.30166666666667,12565.704317701366
14,0.4750015353531906,41.14861111111111,19545.653455429136
12,114.76872396382788,0.006666666666666667,765.1248264255192
16,0.49832052038232116,39.223055555555554,19545.653455429136
11,136.16706425466387,0.011666666666666667,1588.615749637745
18,0.3165416163476924,61.7475,19545.653455429136
15,0.0,64.98777777777778,0.0
9,105.94036058199498,0.007222222222222222,765.1248264255192
12,120.55610788291457,0.010833333333333334,1306.024502064908
16,1.9989169438739232,40.83583333333333,81627.43916721155
14,0.011539957497368402,66.30222222222223,765.1248264255192
14,0.6794645330355372,29.251666666666665,19875.470032177855
19,0.6135998238311879,63.43805555555556,38925.579713082
10,408.24583513311524,0.034722222222222224,14175.202608788724
1,0.0,34.320277777777775,0.0
11,0.42799919976852546,45.6675,19545.653455429136
17,0.12490600017269239,46.724444444444444,5836.163465846734
15,0.07697379903442131,41.165277777777774,3168.6478188627957
13,0.36885342643700414,46.25194444444445,17060.188187707292
12,0.27304427838201834,52.678333333333335,14383.517511367425
9,0.7776894863905054,24.440555555555555,19007.16309709861
14,0.0,25.33,0.0
18,0.0,44.574444444444445,0.0
9,0.7870556859974597,24.83388888888889,19545.653455429136
14,0.0,65.74027777777778,0.0
17,0.10769653491737419,63.78138888888889,6869.034575550844
17,0.061896995403701784,63.16777777777778,3909.895650773167
11,259.37373769199814,0.009722222222222222,2521.689116449982
19,0.2620529585636043,36.514722222222225,9568.79098946152
13,119.75866848399431,0.006388888888888889,765.1248264255192
13,0.0,42.653333333333336,0.0
14,125.20224432417588,0.006111111111111111,765.1248264255192
10,0.640349820329805,24.860555555555557,15919.452283299137
11,131.1295231321747,0.011666666666666667,1529.8444365420382
16,0.0,43.31166666666667,0.0
12,131.16425595866045,0.005833333333333334,765.1248264255192
10,125.20224432417588,0.006111111111111111,765.1248264255192
14,114.76872396382788,0.006666666666666667,765.1248264255192
13,0.465799172016796,43.57555555555555,20297.45769794967
14,1.6563842094145773,66.04777777777778,109400.49617803414
14,0.06475875414914703,175.28416666666666,11351.184255404778
22,0.5516216920646515,34.538333333333334,19052.093874426286
9,153.02496528510386,0.005,765.1248264255192
16,0.4460571912016768,42.71222222222222,19052.093874426286
10,161.1358200402357,0.0044444444444444444,716.1592001788254
13,110.17797500527477,0.006944444444444444,765.1248264255192
9,114.76872396382788,0.006666666666666667,765.1248264255192
16,0.012028688480422154,63.608333333333334,765.1248264255192
10,114.76872396382788,0.006666666666666667,765.1248264255192
10,114.76872396382788,0.006666666666666667,765.1248264255192
19,0.13114415776418872,60.79805555555556,7973.309789533689
11,103.8461095029642,0.008055555555555555,836.5381043294337
11,102.01664352340258,0.0075,765.1248264255192
17,0.1360149814180299,25.765833333333333,3504.5393420533887
18,0.09437365172900623,37.13472222222222,3504.5393420533887
13,0.1484622556711489,66.39416666666666,9857.027746739539
16,0.0,63.69361111111111,0.0
17,0.5384081995301156,30.24111111111111,16282.062185123506
15,144.9710197437826,0.005277777777777778,765.1248264255192
9,0.0,30.240555555555556,0.0
18,0.0,40.903055555555554,0.0
16,0.012977016015142014,64.46305555555556,836.5381043294337
9,102.01664352340258,0.0075,765.1248264255192
17,0.3636278073702009,43.276666666666664,15736.599410291059
16,0.0,65.45166666666667,0.0
17,1.7903354917385952,40.41388888888889,72354.41963695784
13,128.90865603218856,0.005555555555555556,716.1592001788254
10,106.86589607540844,0.020833333333333332,2226.3728349043427
9,190.05292469949524,0.01888888888888889,3589.888577657132
13,130.88480501985686,0.030555555555555555,3999.257931162293
13,127.40998718747129,0.03138888888888889,3999.257931162293
14,0.2703165750783122,28.20861111111111,7625.255143271578
18,0.3587960732384202,71.56555555555556,25677.440312459345
18,0.45866141706513086,38.687777777777775,17744.590978656433
16,0.061755364899906504,43.730555555555554,2700.5964156089667
14,106.30809752715552,0.011111111111111112,1181.2010836350614
16,0.48516098018757725,40.286944444444444,19545.653455429136
14,110.17797500527477,0.006944444444444444,765.1248264255192
17,250.93560608279697,0.0125,3136.6950760349623
17,214.6899512172344,0.015277777777777777,3279.985365818859
16,0.012084204367555517,63.31611111111111,765.1248264255192
17,0.4292621540818282,25.273611111111112,10849.004746981984
17,0.2171240644417353,69.89472222222223,15175.826171914967
11,119.75866848399431,0.006388888888888889,765.1248264255192
9,196.7463839379907,0.0038888888888888888,765.1248264255192
18,0.1921994536398219,62.70027777777778,12050.959131953956
12,102.01664352340258,0.0075,765.1248264255192
17,0.15348812275267143,62.69083333333333,9622.298322133933
17,901.2727438543237,0.007222222222222222,6509.192038947894
17,0.40334117914972595,37.25222222222222,15025.355237058735
8,328.54473154398323,0.013333333333333334,4380.596420586444
9,337.61287053565553,0.025277777777777777,8534.10311631796
9,121.8195915801499,0.13527777777777777,16479.483638759168
10,427.8113199903232,0.021388888888888888,9150.408788681912
10,103.87306318018011,0.18416666666666667,19129.955802349836
16,0.16408182531271828,62.989444444444445,10335.423019878506
19,135.69332213914586,0.005277777777777778,716.1592001788254
16,0.3301458004467492,62.522222222222226,20641.449101265083
15,0.07900713342424427,63.37611111111111,5007.164866465285
11,202.90266088990577,0.0077777777777777776,1578.1318069214894
16,125.20224432417588,0.006111111111111111,765.1248264255192
8,144.9710197437826,0.005277777777777778,765.1248264255192
12,0.4703929941587409,43.15,20297.45769794967
14,110.17797500527477,0.006944444444444444,765.1248264255192
11,0.0,43.37083333333333,0.0
16,0.0,38.48416666666667,0.0
18,0.0,60.75277777777778,0.0
11,0.43507835649698806,44.92444444444445,19545.653455429136
15,102.01664352340258,0.0075,765.1248264255192
14,102.01664352340258,0.0075,765.1248264255192
